@relation indianpine

@attribute coord_x numeric
@attribute coord_y numeric
@attribute a0 numeric
@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric

@data
4,61,4.362237,-1.368977,0.914182,1.742542,1.520279,-0.429516,1.169424,1.369589,-0.677978
4,62,2.37672,-3.049526,1.068049,1.981055,1.28301,-0.639518,0.289438,1.040747,-1.283791
4,63,5.340226,1.939971,-1.063082,2.313826,1.099172,0.25691,0.487007,-0.549944,1.194311
4,64,3.790512,-0.632384,1.09182,2.28433,1.064879,-0.321428,1.645445,0.492843,-0.109897
4,65,3.23472,-2.042252,1.078649,1.963301,1.083275,-0.191883,1.541291,1.196805,-0.007508
4,66,5.959668,5.621807,-0.937184,2.900842,-2.701205,0.20535,1.452881,0.242685,0.363624
4,67,10.417944,8.386562,2.262454,0.703975,-3.068184,0.489465,1.546236,2.448507,-1.051008
4,68,10.025797,7.759515,4.799996,1.148508,-2.61123,0.943378,1.882598,1.433484,0.256191
4,69,6.289261,0.285956,-0.289519,2.078824,1.079297,-0.042545,1.11322,-0.323996,-1.092778
4,70,2.274885,-3.800022,1.002246,1.410488,0.72582,0.259185,1.091564,0.670587,-1.503402
4,71,3.719771,-2.68108,0.974517,1.363208,0.987752,0.009801,0.897444,0.813359,-0.631538
4,74,-21.776925,6.635118,-0.018063,0.420041,1.234578,1.476547,0.603322,1.343209,0.470743
4,75,-20.600234,4.543617,0.490611,0.659841,1.068802,1.600063,-0.517349,1.010995,-0.40805
4,76,-19.446315,0.888593,1.155859,1.101209,0.388891,0.468562,0.102036,0.100412,-1.110387
4,77,-21.237875,3.873707,0.447691,0.62134,0.996604,2.183204,1.114428,0.915635,0.01103
4,78,-20.915543,5.291737,0.624162,1.169099,1.164785,1.85025,-0.465526,1.18665,0.381672
4,79,-21.753194,8.24492,-0.625763,0.672401,1.540314,2.251826,-0.204954,0.320192,-0.573617
4,80,-21.662756,10.87282,-1.374744,0.748787,1.25215,2.089722,1.030253,-0.851414,-0.296988
4,81,-21.803707,10.919654,-1.274811,0.874386,1.285943,1.642586,0.488842,-0.642299,0.306796
4,82,-22.152959,10.514987,-2.252271,1.240749,0.422861,1.890169,0.114052,-0.481223,0.003715
4,83,-21.554183,11.154519,-1.86511,1.092264,0.010238,1.182054,0.967306,-1.161916,-0.52568
4,84,-21.404936,10.072332,-1.743991,0.954092,1.293985,1.38079,0.305986,-0.226362,-1.292468
4,85,-20.925556,8.957827,-1.478775,1.138518,1.196534,1.783596,0.699681,-0.378654,-0.079044
4,86,-20.928363,6.359997,0.090331,0.594966,1.32304,1.700857,0.050436,1.35944,-0.069306
4,87,-20.833014,1.907446,0.811593,0.050389,0.267328,0.98156,0.052691,-0.179103,0.001588
4,88,-19.34204,4.821907,-0.181548,-0.639467,0.916058,0.45903,-0.404853,0.689866,-0.797231
5,1,6.276502,-2.567231,0.477703,0.244468,1.163182,0.709985,0.626249,1.201622,0.279851
5,2,6.457094,-2.463315,0.316516,0.029139,1.089241,1.015266,0.543029,1.326125,0.852212
5,3,5.351869,-4.290985,0.674638,0.11089,0.665861,1.082515,0.568973,0.967486,0.166454
5,4,4.314337,-5.950419,1.052513,0.331865,0.44426,1.242279,-0.430229,0.576465,-0.746647
5,5,5.042267,-5.183447,1.16091,0.807401,0.450035,1.339514,-1.805371,0.957964,0.025266
5,6,6.571345,-2.406617,0.509698,0.651127,1.049215,0.468974,0.826617,1.215853,-0.024338
5,7,7.552503,-0.294545,0.234666,0.640481,1.557992,-0.039168,1.422877,1.123576,-1.209849
5,8,7.833747,0.680414,0.44949,1.65869,1.318663,-0.063132,1.171684,0.824077,0.42224
5,9,6.510478,-0.469308,0.400297,1.268833,1.354242,-0.118107,1.588095,0.561897,-0.263153
5,33,5.714536,2.665212,-2.69238,0.302998,0.033942,0.926085,-1.00644,-1.105492,0.51931
5,34,9.688913,8.563798,5.887275,-2.241618,-0.25707,1.610422,-0.318953,-0.521182,-0.802049
5,35,10.325501,9.247003,6.599095,-2.498037,0.484631,1.467782,1.098837,-1.153805,0.728575
5,36,10.790196,9.475141,6.649094,-2.78911,0.473463,1.95679,1.311133,-1.3272,-0.19995
5,37,11.179294,10.211761,6.786461,-2.30182,0.404647,1.620062,0.81523,-1.214579,-0.214514
5,38,10.835227,10.470073,5.696678,-2.916927,3.870426,1.409582,0.920433,-1.815429,1.244202
5,39,9.10935,8.156349,6.743058,-2.808641,0.186742,2.273686,0.504171,-1.270154,0.69868
5,40,6.683671,3.738885,-2.340274,-0.123481,-2.819312,1.255568,0.679952,-0.180481,0.335898
5,52,13.4856,6.514458,0.138446,2.390164,-3.167548,1.607715,-1.210475,0.181099,-1.406044
5,53,12.95521,6.290039,-1.045044,2.656307,-2.430312,0.998628,1.657229,-0.159259,-1.616947
5,54,13.595061,6.558195,-0.657429,3.336058,-2.564652,1.429525,0.929834,0.386818,0.630677
5,55,13.068037,6.259782,0.230472,3.051042,-3.187574,0.921973,1.887814,-0.128072,-1.48098
5,56,11.742259,4.181077,-1.202793,3.838193,0.50072,0.43549,-1.406787,-0.600099,-0.445791
5,57,8.415186,-0.715757,0.659388,1.351417,1.631436,0.460618,1.831758,1.038464,-1.825783
5,58,8.81838,-2.315999,0.838689,0.718412,1.127479,0.898458,1.268437,0.902568,-0.713525
5,60,6.097447,-4.249802,1.156679,0.710637,0.738231,1.158472,0.108241,0.652045,-0.882985
5,61,7.158215,-1.944916,1.360239,2.008764,1.066945,0.71102,-1.381048,1.350198,-0.450673
5,62,5.049617,-3.48611,1.10507,1.197788,0.815643,0.482665,1.268883,0.544063,-2.126104
5,63,6.579399,-1.675142,0.832939,1.411846,1.243079,0.999276,1.019262,1.163724,-0.223017
5,64,6.737191,-2.846751,1.353945,1.854535,0.971504,1.154821,1.513341,1.189813,-0.286698
5,65,5.31356,-4.755542,1.685841,1.487848,0.513155,0.797184,1.445505,0.3021,-0.8618
5,66,12.488583,8.328914,1.651608,2.570296,-3.357435,1.169624,-1.364968,0.882317,0.059372
5,67,14.620544,10.734664,7.724117,-0.282817,0.578061,1.57991,1.556664,-0.892684,0.834455
5,68,14.544246,10.636092,8.18306,0.433486,0.56722,1.202388,1.376643,-0.905989,-0.424957
5,69,8.420738,-0.804534,0.86405,1.197639,1.437314,0.809363,1.025221,1.054664,-0.640325
5,70,5.39912,-5.115942,1.312183,1.055698,0.686072,1.200099,1.025442,0.335709,-1.489957
5,71,5.610265,-5.016155,1.309874,1.089663,0.71502,1.210579,0.689601,0.802673,-0.080271
5,74,-21.791528,8.237915,-0.570174,1.092048,1.387212,1.945077,-0.22531,0.858924,0.701411
5,75,-20.277277,4.622285,0.438761,0.678309,1.115094,1.413486,-0.421432,1.24061,-0.136148
5,76,-18.072887,-0.210288,1.043975,0.625929,0.231717,-0.119031,1.305796,0.017666,0.095002
5,77,-20.48046,3.757829,0.523836,0.063932,0.5207,1.166222,1.402747,-0.124072,-0.817322
5,78,-21.220226,5.518301,0.777196,1.136115,1.123691,1.736691,-0.369442,1.112217,0.355176
5,79,-21.425229,7.896266,-0.541972,0.882241,1.554152,2.087352,-0.685551,0.435203,-0.068172
5,80,-21.813116,10.892256,-1.671875,1.178197,0.08491,1.783758,0.936272,-1.293878,0.149423
5,81,-22.101214,11.945048,-1.794939,1.3457,-0.070598,1.44413,0.991789,-1.06554,-0.439594
5,82,-22.047506,10.456665,-2.122055,1.328833,0.309429,2.229649,0.027298,-0.511199,0.479429
5,83,-21.52542,10.775236,-1.10066,1.137271,1.002522,1.057446,-0.615934,-0.664396,-0.05695
5,84,-21.349869,9.336069,-1.547913,0.919825,1.200655,1.922178,-0.533082,-0.171518,0.704622
5,85,-20.833121,9.27327,-1.339708,1.406767,1.356797,2.079362,-0.894078,0.260176,1.261082
5,86,-21.012371,8.648842,-1.25117,1.319607,1.320054,1.858819,-0.847252,-0.206917,0.111395
5,87,-20.77562,5.717178,0.156363,0.444239,1.265865,1.444955,0.001415,1.482663,0.880779
5,88,-18.447844,0.870799,0.404193,-0.07216,0.302612,-0.011609,1.113622,0.185102,0.109047
6,1,4.186263,-9.651374,1.129156,-0.622426,-0.394232,1.726219,0.270574,0.24284,0.916866
6,2,4.569674,-6.291089,0.387905,-0.795286,0.27892,1.357663,0.700478,0.422487,0.198338
6,3,4.81705,-6.255582,0.677327,-0.711626,0.200228,1.669708,0.456938,0.717576,1.374357
6,4,4.434141,-6.682484,0.638413,-0.577641,0.402103,1.838993,-0.928862,0.82605,0.820766
6,5,4.278227,-6.109309,0.986895,0.280712,0.20006,1.696292,0.231053,0.958129,1.730957
6,6,4.914651,-4.4884,0.655764,0.032765,0.678097,1.343002,0.869877,0.99518,0.828911
6,7,6.258841,-1.589441,0.158195,0.636013,1.053587,-0.020858,-1.212502,0.485688,-2.085978
6,8,7.405536,-0.120978,0.368882,1.336006,1.153986,0.56284,0.838607,0.786597,1.172892
6,9,6.847778,-0.716494,0.38291,0.974348,1.13725,0.5412,1.067062,0.593323,-0.119552
6,10,5.974947,-1.449138,0.949228,1.254644,1.006021,0.271621,1.336987,1.094023,0.328173
6,18,3.680686,1.007181,-0.902074,1.31445,1.188125,-0.914261,1.35706,0.07582,0.729541
6,19,5.728315,1.067532,-0.665837,1.50524,1.03041,-1.521714,0.944757,-0.110271,-0.309372
6,20,5.846872,-0.292477,0.146627,0.954464,1.206449,-1.066704,1.102317,0.948643,0.269241
6,21,5.751905,-1.231636,0.00277,0.623202,1.151189,-0.828941,1.017987,0.861767,0.210344
6,22,5.563476,0.217041,0.143788,0.887388,1.229161,-0.958312,-0.22011,0.920983,1.132732
6,23,6.888052,0.90902,-1.047139,2.911885,1.175639,-0.945085,-0.235245,-0.513939,0.708128
6,24,6.989509,-0.50281,1.131521,2.019184,1.438007,-1.257857,1.833796,1.250456,-0.718444
6,25,3.992216,-1.97767,0.57799,0.725948,1.039745,-0.306387,0.581887,1.506691,1.879416
6,26,4.201021,-3.843483,0.72764,0.500959,0.803766,-0.700925,1.410825,0.758172,-0.772849
6,27,5.44844,-1.553888,0.611751,0.935108,1.30772,-0.518364,0.928469,1.270814,0.210434
6,33,6.52952,5.360361,-0.707934,0.175668,-2.630684,1.334503,-0.252091,0.235521,0.049033
6,34,10.399548,10.232616,6.58954,-2.492675,2.100727,1.476364,-1.773886,-1.404552,-0.052195
6,35,11.063913,10.869105,6.030385,-2.233619,3.628991,0.742931,-2.206401,-1.569583,-0.141154
6,36,11.88871,10.615333,5.793297,-2.693389,3.886029,1.367842,-0.428107,-1.773547,-0.065989
6,37,12.004988,10.609986,6.448051,-1.961459,2.12537,1.471432,-2.125181,-1.041908,0.054029
6,38,10.682159,7.932831,6.902326,-2.423193,0.250296,2.026688,0.678523,-1.421822,0.130474
6,39,8.622286,7.274312,2.247156,-2.147091,-3.440425,1.335893,0.990811,1.805692,-1.712571
6,40,7.165249,3.285342,-3.16641,-0.510151,-0.153594,0.534765,0.1714,-0.90461,1.093835
6,52,13.107003,5.864541,-1.061988,2.561372,-2.612106,1.398089,0.967683,0.028877,-0.652513
6,53,12.943968,5.797076,-0.950538,2.770166,-2.613548,1.196849,1.545053,-0.009114,-0.68591
6,54,12.359955,5.298618,-0.825842,3.374375,-1.18222,0.977036,-0.164542,-0.281342,0.209219
6,55,12.596247,5.06281,-1.353337,3.352081,-0.908522,0.544544,1.582863,-0.513058,-0.579162
6,56,11.605048,4.828855,-1.479204,3.174993,0.393897,0.719749,0.689761,-0.66399,0.48167
6,57,10.548052,2.61788,-0.892514,2.899202,1.491546,0.097605,-1.434767,-0.584841,-0.77074
6,58,10.302439,-0.106647,0.484565,1.01007,1.703325,0.477284,1.423068,1.225559,-0.592002
6,60,6.202948,-4.234239,1.249011,1.347973,0.852188,0.913783,-0.189927,0.872449,-0.67582
6,61,5.673028,-4.245722,1.472237,1.394702,0.789723,1.512246,1.026913,1.059154,0.952219
6,62,4.803182,-4.936206,1.120452,0.720707,0.555146,1.375858,1.336837,0.432009,-1.007212
6,63,4.941129,-4.653213,1.169353,0.802495,0.655677,1.092044,1.334885,0.345125,-1.148071
6,64,6.104907,-4.790192,1.718771,1.955775,0.669911,1.14008,-1.520123,0.83215,-0.749493
6,65,5.58041,-4.941895,1.823059,2.076432,0.50213,1.152033,1.333188,0.734816,0.707446
6,66,12.623943,7.220478,0.483132,2.846176,-3.16138,0.888696,0.97894,0.84736,-0.476544
6,67,14.80838,11.267882,7.038258,-0.353629,3.841493,0.999507,0.948926,-1.592494,1.062026
6,68,15.229288,10.981644,7.99568,-0.15063,0.716474,1.286414,1.584635,-0.983656,0.070443
6,69,9.194763,1.180675,-0.357568,1.926971,1.534486,0.704147,1.413783,-0.126707,-0.272068
6,70,5.564398,-5.190163,1.131047,0.83534,0.774703,1.630479,1.317267,0.433823,-0.75105
6,71,5.876746,-5.057522,1.453405,1.343406,0.69386,1.567557,-0.544386,0.958644,0.606753
6,74,-21.846717,8.468809,-1.417,1.16545,1.342015,2.287408,0.581881,-0.262127,0.390517
6,75,-20.997631,5.918372,0.350893,0.802069,1.417742,1.749455,-0.463979,1.482167,0.645841
6,76,-18.128775,-0.017973,0.976716,0.871336,0.221434,0.438464,1.293288,0.390513,0.773119
6,77,-20.300648,3.238107,0.845349,0.421601,0.64607,1.250229,-0.271665,0.170407,-0.431786
6,78,-21.280079,4.81352,0.847466,1.260498,1.069409,1.34774,0.281955,0.863399,-0.852933
6,79,-21.234906,7.242192,0.216967,0.614889,1.30987,1.749164,-0.324411,1.476099,-0.403819
6,80,-21.675136,11.090384,-1.278957,0.899872,1.284856,1.364539,-0.480326,-0.688992,-0.503011
6,81,-21.70142,11.928877,-1.775212,0.939423,0.023747,1.937393,1.00683,-1.228621,0.036068
6,82,-22.043704,9.918449,-1.780851,1.522573,0.289209,2.49162,-0.468808,-0.325032,1.247159
6,83,-21.395982,9.824472,-1.870779,1.639075,0.370694,1.928509,0.264236,-0.509197,0.710048
6,84,-21.605066,9.260022,-1.552774,1.083531,1.321353,2.218825,-0.387428,-0.163167,0.188051
6,85,-21.28331,9.334096,-1.439568,1.136154,1.290501,2.124954,-0.895065,-0.061555,0.846453
6,86,-21.399601,9.049754,-1.398167,1.536075,1.330779,1.750269,-0.902323,0.169766,1.267451
6,87,-21.013305,7.213956,-0.017996,0.445931,1.61312,1.321982,-0.367471,1.326202,-0.447288
6,88,-18.561854,-0.403391,1.104435,0.293901,0.065869,-0.237267,1.122489,-0.041232,0.257637
7,1,2.887064,-13.401193,1.480216,-0.799092,-0.942014,2.095719,0.160731,-0.504719,1.18955
7,2,3.577696,-10.052578,0.682426,-1.296837,-0.392935,1.63956,0.336911,0.204071,0.599078
7,3,4.607942,-6.577777,0.44554,-0.823136,0.271803,1.655894,0.187639,0.452814,0.659139
7,4,4.857202,-6.027625,0.162133,-1.173617,0.411753,1.396985,0.697078,0.516726,-0.088474
7,5,3.527318,-7.463546,0.70918,-0.739037,0.137734,1.569433,0.663873,0.167822,-0.177064
7,6,5.07841,-4.66803,0.65095,0.072556,0.919063,1.371914,-0.647117,0.996992,-0.015712
7,7,7.652012,0.033807,-0.640629,1.047123,1.207073,0.432772,1.134455,-0.289713,-0.171865
7,8,7.756218,1.419778,-0.462682,1.685744,1.483136,0.50557,1.239386,0.139152,0.905716
7,9,7.843054,1.321799,-0.256949,2.067188,1.487171,0.086059,0.99399,0.007868,0.098427
7,10,6.203872,-0.936475,0.897507,1.222045,1.287484,0.616469,1.3639,0.871887,0.252346
7,18,9.739801,2.387955,-0.851687,2.543128,1.215151,-0.714969,-1.427841,-0.645697,-0.7149
7,19,10.49943,2.115736,-1.040648,2.261504,1.001374,-0.362238,0.775302,-0.865954,0.109033
7,20,11.436122,2.764912,-1.04092,2.612035,1.230241,-0.461381,1.263147,-0.645745,0.28227
7,21,11.606329,2.614373,-1.544056,2.642958,0.137602,-0.143358,0.877604,-1.168721,0.382045
7,22,11.591534,1.818859,-1.026718,2.350942,1.087878,-0.346511,0.691834,-0.846826,0.334089
7,23,11.383485,2.378226,-0.79416,2.903577,1.195058,-0.837671,-1.320384,-0.706669,-1.072293
7,24,11.146137,2.567256,-0.927639,2.713648,1.181304,-0.439773,1.337533,-0.740689,0.495892
7,25,9.118942,-1.263939,1.132716,1.917413,1.310978,-0.485647,-1.349016,1.671517,-0.27023
7,26,8.812506,-1.25081,0.413786,0.633351,1.321979,-0.223798,0.316745,1.283355,-0.555892
7,27,9.905233,1.930579,-0.75415,2.990804,1.277678,-0.343665,-1.481606,-0.342355,0.356051
7,33,6.850844,6.27433,-0.736528,0.487319,-2.691556,1.050731,0.908073,0.515734,0.822573
7,34,9.937073,9.656328,6.865472,-2.356698,0.288729,1.900212,0.661931,-1.152115,0.792137
7,35,10.616235,9.640729,6.875982,-2.345644,0.33768,1.884957,-2.090211,-1.041589,-0.597357
7,36,10.632491,8.513815,6.601061,-2.749832,0.320488,2.364139,0.658187,-1.320744,0.343012
7,37,11.17771,8.112358,7.043152,-2.343709,0.154994,1.493012,-1.675901,-1.267584,-0.813146
7,38,8.436695,3.215169,-3.055511,-0.272021,-1.467391,1.3507,0.650359,-0.611503,-0.10201
7,39,6.19783,0.616741,-2.648041,-0.581431,0.950389,0.623421,0.214029,-1.07353,-0.810953
7,40,0.982796,-4.133614,-0.715608,-2.155707,0.654852,0.87438,0.560176,0.897971,0.632366
7,41,0.102007,-5.846521,-0.287648,-2.453256,0.325223,0.69538,0.345122,0.312819,-0.041842
7,52,11.779141,2.936598,-0.740225,2.961597,1.241431,0.441774,-1.604019,-0.377993,-0.444132
7,53,12.122655,3.609012,-1.39392,3.060395,0.631243,0.663041,1.160934,-0.764394,1.193827
7,54,11.535333,3.446072,-1.05996,3.606541,0.340401,0.338853,-1.686079,-0.591019,0.78761
7,55,11.797939,3.975582,-1.004738,3.873422,0.363793,-0.332452,-1.188488,-0.736458,-0.985593
7,56,12.175589,5.68638,-0.856302,3.296372,-1.078885,0.690665,0.877502,0.003375,0.736614
7,57,12.527616,6.244051,0.039448,2.647425,-3.19505,1.126405,1.123882,0.272623,0.036466
7,58,11.311235,2.011098,-1.183771,2.543618,1.300772,0.458011,1.09133,-0.853859,-1.237941
7,60,6.011892,-4.256306,0.911967,0.640675,0.732563,1.161629,0.913791,0.481677,-1.523984
7,61,4.723181,-4.696177,1.060107,0.669023,0.631683,1.667108,0.647417,0.797462,0.188618
7,62,4.504758,-5.316543,1.060331,0.418108,0.569126,1.233645,1.087431,0.447699,-0.712745
7,63,4.528307,-5.218621,0.83833,0.547866,0.815452,1.311631,1.16629,0.412698,-0.39254
7,64,5.836586,-5.60241,1.879785,2.113019,0.617759,1.282725,-1.408828,0.978759,-0.794459
7,65,6.05659,-4.799954,2.089927,2.56639,0.565139,0.414889,0.169109,0.624425,-1.492197
7,66,12.218131,6.702485,-0.198108,4.308089,-2.484551,0.350658,-2.052227,0.781714,-0.335509
7,67,14.643857,10.765613,8.020958,0.106101,0.650157,1.259032,-1.087363,-0.772591,-0.480638
7,68,15.036993,11.357303,8.162302,0.165762,0.563918,0.8102,-0.957795,-0.85234,-1.263312
7,69,11.236232,4.53351,-1.707556,2.941561,0.470408,0.80709,0.730504,-0.599824,0.411813
7,70,6.024241,-5.217342,1.353552,1.180784,0.710676,1.315458,1.369386,0.270792,-1.356338
7,71,5.271329,-5.801056,1.58158,1.47445,0.505905,1.714243,0.568964,0.663961,0.661238
7,74,-21.922793,8.855047,-1.41167,1.362405,1.411252,2.132377,0.770725,-0.349594,0.447237
7,75,-21.653844,7.900642,0.312713,0.598145,1.515859,1.862785,-0.44614,1.192832,-0.501963
7,76,-19.282758,2.504921,1.09485,0.654923,0.563328,0.600583,1.29233,0.171502,0.2033
7,77,-20.494089,2.881839,1.099949,0.673701,0.545449,0.985997,-0.089772,-0.000833,-0.82472
7,78,-21.003899,4.824772,0.831582,1.325087,1.05046,1.749896,-0.257003,1.137222,0.156231
