clusterID;pixelID;coord_X;coord_Y;a1;a2;a3;a4;a5;a6;a7
9;126;5;63;0.6407921778322899;0.4583600892529233;0.5138761314327398;0.5266643030526393;0.5229577851227624;0.5155599563113064;0.5194876878823591
9;127;5;64;0.6450228720453834;0.4323166628586054;0.5256440301674934;0.5367620499127784;0.5171492484861262;0.5212872330626664;0.5293548167425066
9;128;5;65;0.6140601878519562;0.3898832621155099;0.5332024667522012;0.5288640114819441;0.5071939898899364;0.5158655201589768;0.5260218497271058
9;133;5;70;0.6168270480386876;0.38187592858316577;0.525113050731091;0.5195342650259033;0.511277393613302;0.5272108452577676;0.5152822498196553
9;134;5;71;0.6200867144133894;0.38408577504466906;0.524689610026585;0.519783647278473;0.5114579884281032;0.5225941054501639;0.5108522854692896
9;151;6;2;0.5972163809346035;0.35574212696760366;0.5042583403601087;0.477941209328955;0.5017939981648828;0.5262431522983887;0.5109298992201786
9;152;6;3;0.601425865317176;0.3565237559106006;0.5103566557504219;0.4793439261392775;0.4996197904437619;0.5288406895613819;0.5081545239757014
9;154;6;5;0.5887139067989802;0.35977119439558913;0.5170414429639089;0.5011494105167811;0.49939108444107083;0.52703994382463;0.5045528101769302
9;155;6;6;0.6035983833662638;0.3958127214651466;0.5098799459118196;0.4959083591254729;0.5102795533476483;0.5219733955357931;0.5170898209421197
9;159;6;10;0.6277714984476249;0.4633871081091963;0.5165676233537843;0.5233156621058788;0.5178217824203543;0.5002360093877289;0.5265328198894319
9;168;6;26;0.5900198898854075;0.41016459562157515;0.5120734070011072;0.507143677681898;0.5138594570376763;0.48359462962644706;0.5254546312720988
9;169;6;27;0.6163419120724466;0.4610598072088657;0.509134044639312;0.5163012554507764;0.5246175099423304;0.48304508603020735;0.5175207984731945
9;185;6;60;0.6332776727204429;0.40146996575724;0.5233465208530096;0.5255462737473677;0.514536593104942;0.516218950636743;0.49090079373010737
9;186;6;61;0.6200442058222407;0.4012057321768003;0.5279266659215807;0.5260643360857276;0.5126642141669974;0.5248892803493388;0.5209493431210995
9;187;6;62;0.6028450119647678;0.3858673118783077;0.5206598311577435;0.5118265814891138;0.5081262442016736;0.5289094992316773;0.5234442550406085
9;188;6;63;0.6063468127883184;0.39216165145698756;0.5218608100203243;0.513800829864633;0.5105078813973846;0.5239194086023382;0.5227307910246312
9;189;6;64;0.6309508609357009;0.38910881427865357;0.5337459631011645;0.5390037778176432;0.5104302009489153;0.5205512697296166;0.4614900066015042
9;190;6;65;0.6179834729176588;0.38572800286568376;0.5357283930465282;0.5412408591244169;0.5063013094758164;0.5171492262535994;0.5275408648848646
9;195;6;70;0.6190667972486714;0.38021715976224807;0.5207184360982601;0.5141357184150885;0.5127919400331838;0.5326004099277747;0.524006248851829
9;196;6;71;0.6245779738400085;0.38315743365764;0.5275093391619311;0.5249237407658034;0.5105287577400041;0.5259700257072484;0.48575278546325346
9;215;7;4;0.6036159248298706;0.36159973079078006;0.499245327995689;0.46953462408121033;0.504751146548079;0.5273113807437372;0.5106202445875858
9;217;7;6;0.607962139251964;0.3918235169576263;0.5099584267312518;0.49704037269007106;0.5158617628619558;0.5247655341054408;0.48179370602948124
9;248;7;60;0.6303212802431563;0.4009871864388345;0.5161892479810032;0.5102676367133095;0.5122749670886348;0.5261026427293201;0.5128579261725819
9;249;7;61;0.599480830481808;0.3911941141252958;0.5189030835914326;0.5101089409373585;0.5093024782619803;0.5299918453315129;0.5112976696776993
9;250;7;62;0.5960598671255253;0.37741048112010495;0.5192848605408067;0.505045571899847;0.5083876987162694;0.5251940215935195;0.5182412657350987
9;251;7;63;0.5960081542683017;0.37958404409795005;0.5141982362803132;0.5077233463518859;0.5136783508747599;0.5250661623321725;0.5211005910005889
9;252;7;64;0.62497920425029;0.3710510447030972;0.5373219316339575;0.5424972859087155;0.5092683068683634;0.5237761644324793;0.46393189394471124
9;253;7;65;0.6311715409962346;0.3888996506669769;0.5423381010171759;0.5530591145322622;0.5085577997784441;0.5089775054184558;0.4966911219273342
9;258;7;70;0.6305958297160086;0.3796209056273038;0.5260049085417212;0.5222808713807642;0.5117966120430529;0.5296928178467073;0.5229101852829877
9;259;7;71;0.6116798179102702;0.366630062293539;0.5305005922411639;0.5280321147959622;0.5065263915766469;0.5311660339993584;0.5095502375400972
9;277;8;3;0.6115989804430022;0.37776331131964874;0.5054572293651749;0.4786503157696891;0.5019473359018868;0.5262822370804174;0.5089943576737334
9;278;8;4;0.609343535069132;0.3774014102491904;0.5013813180033244;0.47659889829381585;0.5057877603403871;0.5259818534114801;0.5024782931057624
9;279;8;5;0.5973183837673386;0.3548245683560489;0.506431703245213;0.47539445115706186;0.5001376526893809;0.5249623364322438;0.506126006002382
9;280;8;6;0.626005457685132;0.4177270118285713;0.49778627396257863;0.48991300256654513;0.5162856704495237;0.5158415090300853;0.5068252412012385
9;284;8;10;0.6182200047697664;0.46003046345280524;0.5103510309211539;0.5111036464167403;0.519952992434738;0.5063859709376856;0.5221969435922779
9;320;8;60;0.6214229782012521;0.3897801254239104;0.5210359610453227;0.5183089415465297;0.5148327748263234;0.5250869942097385;0.5168982210265768
9;321;8;61;0.6067491548249374;0.38535905408424526;0.5205051817016612;0.512100152730789;0.5125401122026714;0.5286000446918253;0.5124694350001289
9;322;8;62;0.6136653159443255;0.39525593006518595;0.5277526519346978;0.5237120235928017;0.509516910982497;0.5194237249028956;0.5127877825506814
9;323;8;63;0.6129066087364092;0.3987162449938185;0.5210474107965997;0.5201066414271166;0.5162140150158041;0.5174208632654473;0.5239777467525337
9;324;8;64;0.6351250845308458;0.4004577632793049;0.5327262015641339;0.5420363166990532;0.5138689280940724;0.5152586611087722;0.5179762317836959
9;325;8;65;0.6279574290688464;0.3944838833412188;0.5383111901442853;0.5489121480149144;0.5067011392369125;0.5070895637117853;0.5282556406199203
9;330;8;70;0.6291596974179788;0.3683709580682762;0.5316689559870005;0.5285099362609021;0.5038532414901725;0.5365549983911433;0.5223425444099724
9;331;8;71;0.6038615720179462;0.3530552816446503;0.5376625339437882;0.5426491562989539;0.501546928095095;0.5232278213926841;0.46049478977400704
9;347;9;1;0.6418880413083905;0.397411618091523;0.5099802146074682;0.49653969618763083;0.5156236747329757;0.5236467933593133;0.5136573856020333
9;348;9;2;0.6178326474561776;0.3824961049168945;0.5069716423898962;0.4918842717834797;0.5127054110390676;0.521430143744624;0.5072507272982058
9;349;9;3;0.6403107991630699;0.4459089182735207;0.4996782397565912;0.49354890999145984;0.5252573842947609;0.5093333147765844;0.506960214871146
9;350;9;4;0.6246294643719645;0.4285418466065483;0.4976437856986292;0.487709403445059;0.5202193825702727;0.5121605140409189;0.5222690659090592
9;351;9;5;0.6160072458472586;0.3910204558588411;0.5083316505163293;0.4832228128490576;0.5073120668395127;0.5208879368822124;0.47724081803870744
9;352;9;6;0.6058565855734512;0.3907043537934905;0.503332022133014;0.48003173381938385;0.5065357959354628;0.5216542698468043;0.5008993390558819
9;353;9;7;0.6379149998478183;0.45013049715064607;0.4997240832267525;0.4925025138873811;0.5183890453404147;0.5075772786511296;0.5226343018585303
9;384;9;52;0.6549025622831454;0.3790863245215677;0.5106155090593878;0.49107167293071813;0.5075412841903191;0.5175982343638694;0.5110028663729764
9;391;9;60;0.6281767084801949;0.40321386292308864;0.5258367417093741;0.534185811410413;0.5185109240520657;0.5170960905146637;0.4648154812553899
9;392;9;61;0.62163247530083;0.39139202807843626;0.5263658091484757;0.5195227485770461;0.5101117200032024;0.5269215778522058;0.5139313347966634
9;393;9;62;0.6368959942166973;0.421189461079772;0.5367362824142736;0.5471153152028708;0.5131851000362546;0.5131691148495204;0.46438245833185393
9;394;9;63;0.636403188028727;0.4244784743897855;0.52209858689393;0.5325392037816283;0.5172021618997943;0.515557933151372;0.5273032658714729
9;395;9;64;0.6454465128426302;0.4295246576841182;0.5334729699051847;0.5499780198124272;0.5165181559817625;0.5007404431871901;0.5300259722600762
9;396;9;65;0.6265663176374882;0.40683120618816593;0.5338557695507894;0.5482936835857455;0.5116871390813293;0.51081560180015;0.5213605337033655
9;401;9;70;0.6281838006562286;0.3629429088944625;0.5313399368236074;0.5375904338595335;0.5093793361069596;0.5286972008337286;0.4929845595324038
9;418;10;1;0.6416260754456794;0.380183277391479;0.5109443725950937;0.4846727515462;0.5085971513507939;0.5228249013103695;0.5007769489961158
9;419;10;2;0.6269550756002621;0.40100481683254835;0.5062414817463285;0.4895066142100573;0.5115214400594515;0.5200897002417321;0.4822889577953942
9;422;10;5;0.6225723109041895;0.3947717056325417;0.5044676151344191;0.48440527201685457;0.5088292811626046;0.5286955111616956;0.5119508613136537
9;423;10;6;0.6001779980556766;0.3845264014923539;0.5117890529839575;0.4959277236562733;0.5113657234420852;0.5186017883888984;0.45119581313499013
9;424;10;7;0.6291402661895982;0.44154696322248743;0.5004223846594854;0.4985267949636124;0.5275507361267421;0.5135680553095465;0.49212187079687136
9;458;10;54;0.636790434179682;0.38171427588115675;0.5177787180160369;0.5051639378722712;0.5046010325274539;0.5138429827353536;0.4810076750461875
9;463;10;60;0.6261736022849523;0.41473742618884496;0.5150679949593526;0.5125739278758602;0.51873262680883;0.5239558699462104;0.5234673768684299
9;464;10;61;0.611520143903142;0.40271158567872223;0.5213785642825609;0.5143294526531997;0.5124004030045659;0.5250893730901008;0.48809395946027695
9;465;10;62;0.6312185850228406;0.41933755829896535;0.5346576078606033;0.5410403439656465;0.5130013037376012;0.5096700263942334;0.4627631522459199
9;466;10;63;0.6355496590942162;0.42704453039489887;0.5252122967305091;0.5352304733774053;0.514735885474741;0.5102796200452285;0.529750333393413
9;467;10;64;0.6545991105255162;0.44013499768103626;0.5400583554915663;0.5569699271504573;0.5146096047227935;0.49799619348016483;0.46989383501593174
9;468;10;65;0.6350303961994118;0.41831650727538316;0.5334300611285546;0.5419222638368189;0.5100556273382088;0.5035188420553055;0.5165312954050726
9;473;10;70;0.6259915178908589;0.36848025316978583;0.5309724331564076;0.536523895086218;0.5047081043762883;0.5316430106282817;0.5156554227811766
9;492;11;3;0.6281214384186911;0.41072165381185677;0.5020055628894485;0.4981736535086941;0.5196849126271703;0.5104529892888355;0.4553413345380991
9;493;11;4;0.6338800408002437;0.4518940034050894;0.5010733975078182;0.49731458867502215;0.524120146086376;0.504589138125642;0.45961178050902396
9;494;11;5;0.6128699917648498;0.39474071349025036;0.5125244382713117;0.5020609663461129;0.5095851870721504;0.5199567719642857;0.4561322122122247
9;495;11;6;0.6273350739474961;0.4133758173204856;0.5090700371947949;0.49919992917606276;0.5123429096903869;0.5141690005076353;0.5163843161707194
9;512;11;36;0.5811098490693787;0.4296384215235048;0.47779454134997634;0.4520813791405497;0.5195532516037489;0.5170468010028559;0.5112799503538784
9;534;11;60;0.6400797142800164;0.43183941943936105;0.5124245475286179;0.5212526837160948;0.5243128798607835;0.5210807373542;0.5253996502334426
9;535;11;61;0.6026039224446762;0.4128841227588529;0.5132748082816962;0.5041749683847911;0.5135146972453433;0.528880641411954;0.5106422547890698
9;536;11;62;0.6236912517430578;0.4224732338719749;0.518430153282378;0.5108054415354246;0.5187101274917577;0.5243975413226526;0.5099707213185454
9;537;11;63;0.6305884929821807;0.4130303238547698;0.5254096993355343;0.526520013954023;0.5156860814355667;0.5127670173706956;0.49348250143405353
9;538;11;64;0.6492410493459158;0.42827316652075836;0.5359312870856611;0.5500259086750496;0.5161366680552362;0.5064742785339418;0.46806187481162104
9;539;11;65;0.6212807122625702;0.40711560467036917;0.5306952157803451;0.5390967987095707;0.509521824370909;0.5086332792067648;0.5197889163873132
9;544;11;70;0.6260914308660794;0.3669077020876098;0.5273249425850555;0.5256183515990956;0.5073736731711407;0.5279931856416207;0.52030008664238
9;564;12;4;0.6126750347377672;0.3981347087915837;0.49720805040682964;0.49041118902598924;0.5158040916875628;0.5161838677095293;0.5070583270116996
9;565;12;5;0.6053640017107486;0.3818055848685245;0.5141117517512506;0.4927825103292875;0.5049209808199325;0.5135165870101172;0.5058660410670786
9;566;12;6;0.6456755745657493;0.43570014217478537;0.5155956617492691;0.5193249902515928;0.5227168956954116;0.508455418992754;0.46376165948737624
9;567;12;7;0.6326148766329319;0.439286426599991;0.506043389932974;0.5107898343016452;0.5240252131971479;0.5080808898471009;0.5038708941164131
9;579;12;27;0.6521203838854822;0.37604358091037887;0.5171197903881806;0.4947507114575304;0.5031822193677634;0.5016800120002286;0.5070072144326984
9;582;12;33;0.5716045101170558;0.3849557338164491;0.49507468383735104;0.46156842072335613;0.5071125076793926;0.5263291254793361;0.4984336851415777
9;607;12;61;0.6062855621771184;0.40970700575597896;0.5188159765516208;0.5200994158559223;0.5137912254130765;0.5256876503849796;0.4622281487221755
9;609;12;63;0.6313661867679426;0.41087892670609577;0.5196520307201051;0.5137948715474637;0.5141675553933964;0.5210437201971589;0.5249809005920811
9;610;12;64;0.6471483905329188;0.4201500459890933;0.5269979688141235;0.5298717674545289;0.5108877463494581;0.5145305013926121;0.5151589037612389
9;611;12;65;0.6130491192328853;0.38915452435365433;0.5264349523066725;0.5222564600663913;0.5091032081247079;0.51777075877146;0.5248813211047618
9;616;12;70;0.6140104314570867;0.3540159491255758;0.5322788831258969;0.5275955124356193;0.5031663453436629;0.5221511668196969;0.4877600491409986
9;636;13;4;0.6059326652799943;0.3680291107369476;0.5059099725399393;0.47987864064017405;0.5063179171732997;0.5246463010644734;0.5023943208522226
9;637;13;5;0.6103946667014086;0.4040194807624503;0.5057398937102915;0.4864441058825865;0.5117078375637348;0.5211954127271834;0.5154145333538258
9;639;13;7;0.6396926237567488;0.4558997044474591;0.5036593960894276;0.5076419086063956;0.5261990651978407;0.4980318322205472;0.528599355483496
9;640;13;8;0.598190988209802;0.4091686895857487;0.5159674562941318;0.5033637257161614;0.5075520669657935;0.516054963519425;0.5214260529597018
9;650;13;27;0.6336420638338974;0.3393130011392169;0.5260238061894599;0.5093737112776915;0.500883331636621;0.5012201099518504;0.48461545832476177
9;677;13;61;0.598983622253541;0.3926764456139149;0.5193755914824789;0.514197636002091;0.5115221737328344;0.5282187568580398;0.49087611562541333
9;679;13;63;0.6256605422651116;0.41161791366278366;0.5094050369078842;0.49507243835214915;0.5121718970946156;0.530688434859686;0.5197939854034125
9;680;13;64;0.6313188092534355;0.40750629686297046;0.5167688944184642;0.5129612851894488;0.5138457395686707;0.5277821322651701;0.5240524925074718
9;681;13;65;0.6102129157952165;0.39873983370470173;0.5116761339805874;0.5074606912808455;0.5137579433205297;0.525470794319047;0.5225685825094534
9;705;14;3;0.6216790302118472;0.390680431594706;0.5098033548571612;0.4943356746481364;0.5092425393698586;0.5211419657328732;0.5153642433783143
9;706;14;4;0.6298360775793349;0.4175578222999936;0.507193567471928;0.5004598464670614;0.5180863272561684;0.5207427362499992;0.5203905952587847
9;707;14;5;0.6301033570159397;0.44689904385239176;0.5000986568374591;0.49573356700015386;0.5264109856428345;0.5050473505019871;0.5110261438284851
9;709;14;7;0.6258617466322113;0.45254841783001515;0.515033089892353;0.52360568541735;0.5207988511475197;0.4907945667172894;0.5271497502742549
9;748;14;61;0.5891228963610979;0.37589966976471745;0.5199798048620002;0.5112081392924717;0.5113973603276523;0.5251936658730915;0.48781274022939924
9;749;14;62;0.5815955186162618;0.38040800377188155;0.5119811420150892;0.491337685113298;0.5053934442459252;0.5286706329642608;0.5062721848657722
9;750;14;63;0.6088417914054076;0.3935736392309654;0.5143084651479465;0.4961260377948953;0.5114471611875753;0.5308057336708261;0.4823870699359479
9;751;14;64;0.6246502962495306;0.4064937386646073;0.5100147194889864;0.5035264455794545;0.5138812671464195;0.5256142830467001;0.510534493731906
9;752;14;65;0.6185620299613089;0.41414259493561273;0.5121277877615409;0.5033715737981046;0.5141498583021024;0.5334487809160793;0.5216803041356302
9;776;15;3;0.6410480519826712;0.4101406067252104;0.5065524036329461;0.490704480518893;0.5138192828618366;0.5145568247042858;0.5061951713931054
9;777;15;4;0.6430876417543127;0.4521565250809692;0.5063258764178766;0.5125267949191473;0.5265703706271149;0.49949264262327103;0.4924398403944691
9;778;15;5;0.6458551022192665;0.4404902734585228;0.5042006024881355;0.4941579478292862;0.5199403643595433;0.5088725456596628;0.5226094903586759
9;779;15;6;0.6278277022752523;0.4094505090948487;0.5208404259725447;0.5074227848227344;0.5077987590826264;0.5083944351718751;0.5091559659106889
9;784;15;18;0.6363843126135151;0.3995135256356485;0.5289905145591591;0.5273591139786723;0.5085767863562897;0.48880686766308556;0.4635831100650361
9;785;15;19;0.6393247866016478;0.38405716178274;0.5221396726033665;0.5164594176460854;0.5035984122685485;0.5047377847995014;0.5210858286028259
9;786;15;20;0.6471430324939718;0.32669435253579643;0.5195219037410295;0.494801535013684;0.49506712477825554;0.5103477405071947;0.5093707988166871
9;787;15;21;0.6562972753838373;0.38446837459753297;0.5173323778089769;0.5002596647961923;0.5027372353448353;0.4994729223720425;0.5072461251651682
9;794;15;31;0.6234519408251065;0.4308663239759815;0.482836166976325;0.461615020099427;0.5201137336031503;0.5114479615585384;0.4805027965961913
9;819;15;60;0.6273503921584278;0.4495336427374794;0.5141096841262627;0.5209038331388395;0.523381270292322;0.5154385000176638;0.5180079798318968
9;820;15;61;0.585412532204093;0.3743533308315812;0.5247794516671872;0.5142447022612237;0.506900298211551;0.5210745344792362;0.48983992425111345
9;823;15;64;0.6189120366299553;0.40526957127662483;0.5068715960195151;0.49738457666923536;0.5119512392666086;0.5299777276770258;0.5100111845172328
9;824;15;65;0.6244113855170607;0.41268420787830484;0.5086925733556107;0.5044307758375921;0.5170880645725064;0.5337014313500815;0.5225144463068139
9;849;16;4;0.6334194050784827;0.4044022804080549;0.5070904974779088;0.491672973849235;0.5080367582814995;0.5150709741179372;0.517773337744563
9;850;16;5;0.6288194508285763;0.39991262172336184;0.5130117307926476;0.5044548091990103;0.5094918993899017;0.5178725170464008;0.4896529487011347
9;851;16;10;0.6298984398168725;0.4006402256263531;0.5251676315842656;0.524139644012337;0.5078499828242614;0.49753373469121015;0.4638936984637524
9;852;16;11;0.6219353712452903;0.4484068760491946;0.5205818616864265;0.5257499681574636;0.5172401795205391;0.4924551808379275;0.516444166132734
9;856;16;15;0.6207732326069441;0.45225423703604134;0.5103020971297741;0.5194540945344379;0.5204733002582997;0.4991462820890118;0.5266287532423639
9;857;16;16;0.6078326792486909;0.43174464217782005;0.5288302847388622;0.5475915803909381;0.516737524323218;0.4850646665277727;0.46759812653611477
9;862;16;22;0.6737343795100765;0.3953705165080624;0.5046267333283785;0.49298555999610755;0.5076645190861018;0.5057346912990317;0.5042611638910062
9;868;16;31;0.5799983116619185;0.38164631104687785;0.48187089736236194;0.43502336182794765;0.508052899095921;0.5232026319398749;0.4907679988478215
9;870;16;33;0.576208599616938;0.3821081250925568;0.4889606722831513;0.44736256980263056;0.5111530026261284;0.5200860985723983;0.5036019027752485
9;872;16;35;0.5966896256782839;0.39308265611018867;0.49229606264396814;0.4623944480222756;0.5081198412339692;0.5167047980438401;0.4760861717618764
9;895;16;61;0.6082706155606389;0.39876413385644094;0.5260932606030311;0.5267455629379155;0.5123461111742391;0.5133946860659395;0.5236511953996099
9;896;16;62;0.5927511335642833;0.3726267972691254;0.5254607896820089;0.5152721340199834;0.5064702989116533;0.5222225332305687;0.5084973273056803
9;898;16;64;0.6081565626984045;0.38499850919791867;0.5112266812197823;0.4965491227789734;0.5084857441592429;0.5307994196332286;0.5191947521098835
9;899;16;65;0.6221139873652106;0.4184230233110489;0.5150276873883525;0.5153697348124219;0.5153609974294086;0.5235336297981489;0.5226357469727692
9;925;17;8;0.6469163051861615;0.45764582486598293;0.5269411647082738;0.5448565794150413;0.5206388214199635;0.48545304653759186;0.523514309732402
9;926;17;9;0.6568775220995207;0.45261540443311693;0.5278970744284746;0.5414889963554885;0.5174434292800999;0.4806680287350072;0.5223151984020683
9;927;17;10;0.6265725427449785;0.3979898638797987;0.5144804559748949;0.4972473797466528;0.5109995981915441;0.5094586839949352;0.5205640978975522
9;928;17;11;0.605815210841167;0.4084118054450259;0.5134095596263362;0.49821358312673947;0.5087280120032522;0.5067073643444029;0.5164957455947972
9;929;17;12;0.6339222159034911;0.4526097129062686;0.509253322145333;0.5112805950971543;0.520506360025579;0.49911348911205355;0.5177592423226027
9;931;17;14;0.6386276412603059;0.4417832949818542;0.5124402214599776;0.5200667785066514;0.5185739532654057;0.5003428811438226;0.5200719142203309
9;939;17;23;0.6528378497562748;0.3896037992542455;0.5153559951108895;0.5014162675353775;0.5067017395151349;0.4986384467129576;0.4539656969453598
9;944;17;31;0.604786445130802;0.4292371466481698;0.4739691238670332;0.44209166012789525;0.523208790349785;0.5157487771610055;0.5070153070724358
9;948;17;35;0.6013601015030455;0.3920089584632593;0.4890027139912381;0.45207397570914143;0.5097606239407452;0.5294987501206948;0.5050118229242385
9;970;17;61;0.6435765572501014;0.4333756870378789;0.5253303069825053;0.5291522339587484;0.5159895331931958;0.5122048012342076;0.528193967590712
9;971;17;62;0.6404054207969236;0.4420654035138019;0.5209573468307299;0.5234209331200463;0.5190528863566831;0.5200875881516906;0.5227428632866571
9;972;17;63;0.6023367986357588;0.39030921509553884;0.5191602694608921;0.5145917520038121;0.5131724052634795;0.523241961279698;0.48764014912422854
9;973;17;64;0.6198203465103814;0.391752461802129;0.51853306764871;0.5116082803089423;0.512202444586372;0.5238621820784802;0.5203026878480099
9;975;17;66;0.6295788472448219;0.4427527220783197;0.5081128157555158;0.49584439614600934;0.5200153546722756;0.5191416163709478;0.5214517315280995
9;999;18;7;0.6050006110609978;0.38680756989967546;0.5287463347178492;0.5242489168813198;0.501455552410147;0.4942564823878481;0.4537062211256448
9;1000;18;8;0.6530876321943262;0.4540058044236192;0.5213163576727107;0.5383391364304118;0.5232206180540168;0.48813153243048674;0.4686297157773771
9;1002;18;10;0.6303165224824315;0.4589687936028483;0.5122091588094508;0.5184236169195131;0.5255315335821317;0.4921254502336784;0.4937900439766049
9;1003;18;11;0.6126895748102626;0.4438608579091869;0.5102013393185371;0.5067429586197318;0.5201264061433986;0.4964980324324988;0.5225284083336137
9;1006;18;14;0.622893704310907;0.4545040353481168;0.5125289514742422;0.5175459879260038;0.5239022006266327;0.4937148535711318;0.5293048380223696
9;1007;18;15;0.6029822088873503;0.36035635449968445;0.5163590155552764;0.4978928122307711;0.4990809851579431;0.5073816768807712;0.4818991771363897
9;1015;18;24;0.6595620552396919;0.3852044268606896;0.49879954360179785;0.4797789277576943;0.5058458539327884;0.5158337721107759;0.5147544940996319
9;1022;18;34;0.606847733848553;0.4298829793177696;0.47703498930604354;0.45366115579391986;0.5217978475045645;0.5069279110097763;0.5028521330430863
9;1040;18;61;0.6472387657541631;0.42674663676895763;0.5187515466890955;0.518951506034697;0.5150487638237127;0.5234061707222835;0.5146311035761619
9;1041;18;62;0.6508747398766579;0.4509035665708437;0.5200345191103352;0.5390775453414042;0.5241124313995934;0.5091753971390696;0.45821755652392043
9;1042;18;63;0.628839326707492;0.4220608871983177;0.5146679206404622;0.5160552525422727;0.5185121913060905;0.5242208816650864;0.5162202623558213
9;1043;18;64;0.6350162785449247;0.43160620023373947;0.5123600065034587;0.5057498761148028;0.5165075732990289;0.5232847366611676;0.5085220498754278
9;1045;18;66;0.6419720580269838;0.45320674517964915;0.5048360748002692;0.5076708553562259;0.5257647972528067;0.5129073046144965;0.5248302974558675
9;1079;19;8;0.5997579366952368;0.3748275728597141;0.5199258909846282;0.5116312465090764;0.5044331547179546;0.5070640852361282;0.510585806403648
9;1080;19;9;0.6174271039357064;0.46392409032782156;0.5116878727547121;0.5217834408272296;0.5229210125235156;0.49743775687322456;0.5161859353345172
9;1086;19;15;0.6171868370191046;0.45242860674335217;0.5100692336445806;0.5072070848481929;0.5234714231882986;0.49774292053541347;0.5212368541570479
9;1087;19;16;0.5826231504677624;0.3628027328132953;0.5155465056326217;0.5052750560409744;0.5069438961965105;0.5131869231034482;0.5195909357365924
9;1094;19;24;0.660799762236466;0.39054601373796743;0.5016777442825;0.4756006800752073;0.5059306710223447;0.5106708680509987;0.5032537636388492
9;1101;19;34;0.6208444656226554;0.44892493838755443;0.48112737497021674;0.4556038117489255;0.5244443185589374;0.5126430043364766;0.48022902526177524
9;1119;19;61;0.6407562500690598;0.410965633560426;0.5177024159842263;0.5079852455170166;0.5133055336336666;0.5200120864908431;0.5088259018185384
9;1120;19;62;0.6411955425651396;0.42554845920474743;0.5193065817194427;0.5188108186054146;0.5149730176050709;0.519713814911947;0.512691071059313
9;1121;19;63;0.6226214447883099;0.401672926493953;0.5130214019417845;0.5114558318730084;0.5136288168051579;0.5333573385335509;0.5236847887475312
